miniloan-payment-default-risk-v2.0
creditScore,income,loanAmount,monthDuration,rate,yearlyReimbursement,paymentDefaultRisk
412,206268,279908,28,0.09,26319,0.399932428
726,267947,393354,28,0.09,37127,0.401442543
632,244132,302155,6,0.06,59920,0.348974613
797,253182,355068,24,0.08,33558,0.381973122
331,225348,218550,15,0.07,23763,0.317987032
597,281592,468674,8,0.06,73635,0.457969189
575,51911,110787,12,0.06,13565,0.577021248
835,180056,630098,23,0.08,60872,0.904804051
836,65902,83800,8,0.06,13615,0.347800576
352,196512,364382,13,0.07,43682,0.534584749
799,240979,929923,29,0.09,86631,0.99602359
753,288979,218365,24,0.08,20564,0.222111317
755,280592,695752,17,0.07,70581,0.653009087
579,245010,131493,16,0.07,13875,0.177348947
663,270735,86851,11,0.06,11142,0.117906663
316,262394,432630,27,0.09,41098,0.491308944
483,100547,380151,23,0.08,36576,0.996967051
615,212545,267207,16,0.07,27842,0.354945026
676,166031,32294,19,0.08,3318,0.08560871
354,142303,158101,24,0.08,15035,0.348375627
599,212779,732186,26,0.09,70481,0.902002043
346,212984,519550,23,0.08,50123,0.682100615
555,142921,309625,23,0.08,29750,0.586646699
501,248634,533511,16,0.07,55084,0.586342319
388,121964,123971,30,0.09,11489,0.318546909
428,232706,455433,16,0.07,47165,0.547690606
673,231767,256000,26,0.09,24552,0.313286501
664,237005,244659,17,0.07,24407,0.295724272
548,220470,107263,13,0.07,12586,0.167250365
648,144295,301325,27,0.09,28578,0.560644421
366,240038,562610,23,0.08,53705,0.654265317
541,140336,438245,14,0.07,48859,0.826917382
444,102763,229689,14,0.07,26302,0.615089623
434,156882,405121,11,0.06,53749,0.703186035
754,275833,666488,23,0.08,64388,0.637224902
665,161282,348244,15,0.07,37864,0.577400039
816,66863,157410,27,0.09,14893,0.619191463
423,281356,533615,24,0.08,50744,0.533247399
803,151490,47863,28,0.09,4518,0.110120312
829,118923,138915,10,0.06,19224,0.32218401
429,231563,307363,29,0.09,28693,0.390110239
751,147141,273223,25,0.08,25497,0.497508642
526,267572,390024,15,0.07,41287,0.411938844
783,240530,725250,20,0.08,73171,0.785732579
593,240919,406953,17,0.07,40379,0.464450863
684,83029,33045,19,0.08,3421,0.136048076
451,151321,166845,24,0.08,15750,0.331079837
576,203679,280931,26,0.09,26992,0.38822355
648,294186,550933,23,0.08,53151,0.506764491
359,85986,101299,30,0.09,9358,0.364159666
748,297535,396171,25,0.08,36849,0.366300105
682,221395,67542,9,0.06,10439,0.112925552
763,254896,937199,28,0.09,88391,0.951962837
447,218068,446706,21,0.08,43979,0.568046191
690,136205,469082,26,0.09,45154,0.897217164
438,163150,85742,11,0.06,10825,0.188462854
441,79704,136503,14,0.07,15163,0.484845395
586,260583,160162,8,0.06,27719,0.196319492
736,73951,52399,9,0.06,8098,0.211108336
626,146827,16627,3,0.06,6183,0.068246631
743,292852,516172,14,0.07,57336,0.474289748
451,199557,542905,29,0.09,50611,0.735570128
839,128687,448739,30,0.09,41693,0.901561814
823,122038,188467,29,0.09,17594,0.416459284
531,104713,209159,9,0.06,30935,0.546443523
496,167663,339708,23,0.08,32684,0.556937166
710,215930,733152,30,0.09,68029,0.884041907
685,212060,560627,28,0.09,52636,0.69742604
532,149613,325259,26,0.09,31252,0.590493046
378,212812,113792,26,0.09,10985,0.199814239
409,273973,323188,25,0.08,29933,0.356033317
627,287721,490762,13,0.07,56647,0.466294185
311,191203,155471,30,0.09,14445,0.283665874
665,264613,305724,20,0.08,30791,0.326434669
724,104044,223515,9,0.06,32601,0.571598839
319,278812,208574,9,0.06,32483,0.265390192
596,250627,843897,24,0.08,80150,0.88373211
536,248500,484550,22,0.08,47210,0.53411664
718,280855,91330,15,0.07,9930,0.11611534
843,239785,315601,7,0.06,57374,0.358701802
491,224819,69813,14,0.07,7932,0.128548948
349,127891,199646,28,0.09,18800,0.461899167
707,247454,308032,27,0.09,29214,0.346561953
371,123898,287517,22,0.08,27854,0.647534035
737,295211,873840,24,0.08,82891,0.773934378
611,177313,474471,20,0.08,48472,0.709890322
499,199604,73842,2,0.06,57564,0.142585822
628,253930,378127,11,0.06,50461,0.412083757
410,220953,259798,26,0.09,24828,0.354927265
793,270726,354977,12,0.06,43042,0.359326838
612,178914,79536,23,0.08,7573,0.151986868
470,271401,60468,14,0.07,6792,0.108891358
576,72355,120661,16,0.07,12311,0.460309004
329,278849,161971,8,0.06,25448,0.221201739
748,289024,134395,24,0.08,12642,0.149671457
708,213344,836270,30,0.09,77498,1.015265643
841,58211,30361,14,0.07,3436,0.160118538
781,206963,239421,25,0.08,22367,0.321217734
812,283673,280211,25,0.08,26120,0.277737129
451,293859,520498,18,0.08,55233,0.498245082
524,259795,501236,22,0.08,49198,0.530047921
834,97532,352726,23,0.08,33670,0.93410492
312,171326,172273,14,0.07,19278,0.331510074
702,110467,384476,27,0.09,36554,0.905727593
686,141844,385010,17,0.07,38946,0.715023138
620,90222,140444,19,0.08,14428,0.429484869
453,284939,158298,7,0.06,27928,0.19407526
390,211529,262641,28,0.09,24623,0.374510357
493,168718,230784,5,0.06,56695,0.392677008
532,69035,199546,25,0.08,18601,0.769618685
358,71479,48054,8,0.06,7875,0.237902745
741,195228,398787,26,0.09,38281,0.544406487
515,242634,122853,22,0.08,11987,0.17512632
676,286441,310589,25,0.08,29081,0.308058142
398,110443,304900,17,0.07,30334,0.752989093
802,233082,402936,20,0.08,40513,0.463354735
587,208463,473731,26,0.09,45688,0.610713038
828,250459,893041,27,0.09,84978,0.921597618
632,294993,191300,8,0.06,31350,0.201679453
666,127762,227915,23,0.08,21813,0.483513258
400,272824,240670,22,0.08,23622,0.28303595
812,242030,23645,30,0.09,2193,0.055211803
502,39134,19782,17,0.07,1968,0.176174283
625,198755,570568,20,0.08,58397,0.757677543
640,201724,37748,8,0.06,6241,0.085844241
307,108458,189093,21,0.08,18948,0.517300104
737,126829,189252,21,0.08,18632,0.406966899
385,153255,30009,18,0.08,3213,0.113887791
686,202539,479760,30,0.09,44348,0.628625395
485,138492,415668,20,0.08,42543,0.801892982
441,287208,447451,17,0.07,45135,0.446172748
792,233040,136465,5,0.06,32520,0.177962198
748,122841,59846,10,0.06,8442,0.155218114
756,94280,282450,24,0.08,26507,0.782034629
666,114098,187646,21,0.08,18740,0.448688478
781,258321,519773,23,0.08,50009,0.535040388
751,225803,341222,16,0.07,35555,0.411076223
774,297442,768600,23,0.08,73463,0.678308039
312,255233,297800,29,0.09,27724,0.371822461
664,102214,258973,14,0.07,29655,0.671059431
772,244968,64514,10,0.06,9221,0.098222631
711,220978,176016,16,0.07,18228,0.234294689
346,171011,299291,10,0.06,41947,0.509786131
750,233003,177907,9,0.06,26313,0.224218215
491,216944,408195,23,0.08,38866,0.521308626
675,268506,643318,28,0.09,60816,0.636016203
412,257800,276960,17,0.07,27630,0.329259906
437,63418,164113,11,0.06,21774,0.704157842
495,190735,504627,16,0.07,53077,0.711929278
758,187520,293069,12,0.06,36064,0.423698521
450,284177,444188,12,0.06,53859,0.446322578
846,148480,385200,20,0.08,38931,0.678123026
631,235353,297491,28,0.09,28123,0.355624759
533,220308,161096,15,0.07,17516,0.229712021
336,136603,111929,24,0.08,10631,0.27924836
781,246137,322577,11,0.06,40940,0.359649932
520,100020,121693,6,0.06,24133,0.352248589
493,219071,112712,16,0.07,11893,0.179334905
559,133039,398793,26,0.09,38111,0.794113875
638,296516,444131,15,0.07,47636,0.413642824
649,238680,480078,21,0.08,47789,0.541367709
844,140416,147545,5,0.06,37413,0.292313495
437,32217,111760,24,0.08,10588,0.92445224
651,257634,255881,19,0.08,26811,0.286701401
319,22511,60030,21,0.08,5985,0.745043976
637,277680,813469,15,0.07,86391,0.771626366
412,160445,551542,26,0.09,52897,0.920073797
605,262127,937851,23,0.08,89297,0.935784731
551,137885,278136,12,0.06,33246,0.549661858
618,278270,678253,17,0.07,69003,0.64980101
306,65485,186195,19,0.08,19469,0.792530071
703,202994,175690,29,0.09,16356,0.251935268
653,286011,177483,14,0.07,19787,0.193421355
602,228003,167675,9,0.06,25157,0.225379987
744,100059,133238,19,0.08,13821,0.36650074
835,177137,445104,18,0.08,47440,0.658131858
353,34886,114708,15,0.07,12560,0.892841824
833,142982,403821,18,0.08,42488,0.73608165
838,157486,181116,25,0.08,16939,0.317344206
840,50252,25208,24,0.08,2377,0.155169849
557,225149,75220,19,0.08,7742,0.128405771
769,95340,102722,15,0.07,11247,0.301866791
818,265325,153536,3,0.06,62033,0.175230207
620,56193,101549,18,0.08,10707,0.49210928
817,290738,311231,4,0.06,102403,0.298221291
570,298575,365234,14,0.07,40570,0.349673934
720,174623,39083,28,0.09,3689,0.090675619
533,131773,88547,17,0.07,8833,0.214895861
387,127664,50442,12,0.06,6335,0.163378309
315,38467,24478,28,0.09,2296,0.238449489
778,283357,259533,28,0.09,24440,0.261114255
700,215237,125903,17,0.07,12459,0.181951921
314,294629,555268,15,0.07,59757,0.550776478
772,276002,303337,27,0.09,28768,0.307143204
577,248687,67226,21,0.08,6660,0.110908491
512,287486,108907,27,0.09,10390,0.143534476
738,195766,594694,28,0.09,55959,0.793320288
531,197064,29997,14,0.07,3320,0.085135875
825,235801,150277,3,0.06,54453,0.189629115
609,205042,179338,20,0.08,18062,0.259710983
735,189968,403472,21,0.08,39908,0.564987243
581,293645,789238,20,0.08,80190,0.714961355
515,273477,460126,30,0.09,42668,0.469169555
353,167791,104321,9,0.06,15766,0.226254479
488,260875,365586,24,0.08,34552,0.401575459
530,196087,16500,16,0.07,1693,0.068206392
552,260955,529762,28,0.09,49775,0.552812225
369,256661,386953,21,0.08,38155,0.444661272
387,254280,96666,22,0.08,9391,0.159638417
367,181262,235820,28,0.09,22140,0.393367323
440,147736,265849,28,0.09,24960,0.506689912
352,123749,51544,24,0.08,4854,0.175152862
504,85573,127467,11,0.06,17111,0.421995752
393,219282,171268,6,0.06,38015,0.258873216
829,178837,5188,15,0.07,558,0.03740923
381,272004,71770,29,0.09,6677,0.131580901
545,179412,380109,11,0.06,50725,0.575530947
720,245012,347769,5,0.06,81660,0.389571168
579,69331,88276,10,0.06,12702,0.36149149
532,188118,28847,7,0.06,5191,0.085328791
419,249434,442623,27,0.09,42083,0.503293243
719,68433,55262,3,0.06,20024,0.236654109
499,254431,320649,22,0.08,31379,0.365164992
734,248930,156145,13,0.07,18322,0.190876119
562,246481,447154,16,0.07,46030,0.498021987
403,130456,336724,19,0.08,34725,0.70731744
522,198156,30847,28,0.09,2914,0.08681029
599,164942,303797,27,0.09,28742,0.502196571
513,263613,63472,24,0.08,5970,0.108927243
462,171519,40500,7,0.06,7597,0.113143915
488,164060,563891,21,0.08,56504,0.910505078
396,185183,31041,19,0.08,3226,0.105037158
800,66313,125910,25,0.08,11711,0.505930681
691,213677,2460,30,0.09,228,0.039057626
501,214810,63967,16,0.07,6750,0.124346222
778,162399,609165,24,0.08,57234,0.969893453
753,53748,138237,13,0.07,16572,0.676187247
409,150610,186793,5,0.06,46613,0.371185447
619,211710,11242,16,0.07,1179,0.053662957
315,87551,90777,23,0.08,8722,0.338576853
449,137534,443325,19,0.08,45631,0.861525478
696,292012,142973,12,0.06,17336,0.1583229
388,220948,106443,7,0.06,18599,0.184871962
559,163618,352765,16,0.07,36757,0.583729735
609,72540,244175,27,0.09,23235,0.882569376
788,42974,47938,13,0.07,5649,0.310603815
595,273697,254755,12,0.06,31194,0.274714827
713,202704,527250,21,0.08,51908,0.685333952
844,229983,722224,18,0.08,77494,0.814704968
380,186941,411339,25,0.08,38343,0.615881481
673,249610,327534,7,0.06,58943,0.365192854
725,218883,113132,10,0.06,16278,0.16369791
619,247810,581557,20,0.08,58673,0.627084183
470,201888,195980,27,0.09,18696,0.295875552
532,152672,240851,21,0.08,23898,0.441385363
635,287136,160520,8,0.06,26306,0.179129635
626,155147,283808,9,0.06,43533,0.497257223
842,152774,374121,28,0.09,35231,0.64190435
352,41034,31846,25,0.08,2962,0.265044758
463,259882,488226,16,0.07,51516,0.523656911
575,185806,294458,8,0.06,46645,0.439668373
342,154439,191762,11,0.06,25296,0.383516473
559,215416,270961,23,0.08,25932,0.359185201
526,136934,53045,20,0.08,5419,0.144372617
542,248232,297471,23,0.08,28323,0.34571516
623,77154,124035,15,0.07,13173,0.442035635
660,228693,673702,23,0.08,64476,0.77434864
390,88498,195647,13,0.07,22957,0.616790195
818,200910,543991,20,0.08,54979,0.707471162
714,67781,17084,18,0.08,1829,0.098025764
528,232451,219233,19,0.08,22652,0.283132586
768,93415,60311,27,0.09,5749,0.193958174
652,119899,396518,18,0.08,41807,0.865118594
537,249009,62589,7,0.06,11152,0.109393025
610,185490,104975,17,0.07,10472,0.182466975
359,288519,447138,24,0.08,42520,0.457080304
719,282500,760207,13,0.07,89201,0.707520072
789,290063,849722,22,0.08,83402,0.764045545
848,229474,346990,11,0.06,44275,0.407508708
838,267304,570008,30,0.09,52790,0.562941307
483,231858,241461,22,0.08,23458,0.312114232
333,151986,375352,25,0.08,34838,0.692487205
789,262482,84467,10,0.06,11475,0.112135957
585,136533,108368,12,0.06,13470,0.241163262
651,285235,839076,24,0.08,78835,0.773827633
671,63627,39551,5,0.06,10923,0.192659619
416,295157,56961,25,0.08,5321,0.108342511
655,283917,150316,6,0.06,32919,0.170527044
808,273587,729986,13,0.07,88291,0.69799166
500,291388,37910,10,0.06,5150,0.082525361
365,183311,441367,28,0.09,41532,0.670430569
690,163429,931,26,0.09,89,0.03765605
428,232065,172782,27,0.09,16483,0.244546565
528,172939,415305,27,0.09,39292,0.647711908
605,135380,274889,29,0.09,25591,0.548947148
590,56046,34111,12,0.06,4156,0.194529146
588,242259,92208,23,0.08,8813,0.137671366
771,246000,280897,13,0.07,32555,0.317889852
749,97091,356144,24,0.08,33619,0.950414432
540,250701,42356,30,0.09,3928,0.088533862
377,109121,62575,8,0.06,10438,0.209674495
516,148843,205313,11,0.06,26629,0.393297875
700,14159,598,15,0.07,64,0.046272941
443,287266,34133,16,0.07,3602,0.086138455
727,145672,197969,11,0.06,25126,0.374139186
516,181955,423482,21,0.08,41887,0.63029952
701,248099,551818,26,0.09,52875,0.591709513
702,107535,275119,22,0.08,27045,0.675215921
472,159988,284450,17,0.07,28074,0.497452563
610,63681,30004,24,0.08,2819,0.158773842
505,138771,203825,25,0.08,18938,0.416701627
783,177810,328446,12,0.06,40827,0.493721968
649,120688,389465,24,0.08,36899,0.845280794
586,215506,556178,17,0.07,55038,0.68786225
415,168790,346524,16,0.07,36564,0.573488194
301,223073,224990,26,0.09,21618,0.335204878
355,154336,475147,19,0.08,49384,0.840085802
368,243083,46190,20,0.08,4728,0.115439133
361,64676,118627,23,0.08,11324,0.527795432
629,254187,238227,9,0.06,36269,0.274048523
770,190507,688915,23,0.08,65932,0.936522239
335,134582,202396,27,0.09,19292,0.450598392
841,294952,972831,22,0.08,94511,0.854293734
718,231955,839224,21,0.08,83676,0.939330592
675,280824,724604,30,0.09,67150,0.682106547
456,292524,178982,17,0.07,17904,0.207788079
361,73570,209365,18,0.08,22516,0.780700358
387,136417,419217,28,0.09,39477,0.832863336
685,238922,878404,23,0.08,84401,0.955628954
598,254753,620124,12,0.06,77083,0.650360188
307,71907,179762,15,0.07,19281,0.706414103
834,246409,368118,8,0.06,62529,0.403458725
482,284739,537515,29,0.09,50248,0.5238038
825,141900,4791,14,0.07,549,0.038743834
541,217784,289344,23,0.08,27839,0.378356333
649,194651,410813,18,0.08,43980,0.566148453
513,292520,258424,25,0.08,24224,0.269593056
510,82025,82301,29,0.09,7678,0.299860815
681,280107,464287,15,0.07,50136,0.45109433
625,46744,42995,7,0.06,7897,0.269949298
508,233780,123373,9,0.06,18120,0.181145398
310,205183,217186,10,0.06,30837,0.345269911
611,230884,731332,29,0.09,68130,0.832799034
606,211723,56653,7,0.06,10195,0.108149314
628,151308,345128,20,0.08,35258,0.61004975
770,230149,825881,28,0.09,77426,0.929583097
785,42472,120437,30,0.09,11133,0.740767128
611,89772,199276,28,0.09,18737,0.595866849
780,56258,51019,30,0.09,4737,0.258770149
826,249648,737777,28,0.09,69529,0.769083599
613,214232,286554,16,0.07,29586,0.375179856
616,242936,45758,18,0.08,4877,0.087672949
809,238611,383897,17,0.07,38194,0.433122908
580,39475,118816,13,0.07,14060,0.795579699
792,179930,466792,28,0.09,44059,0.680140102
513,276913,178464,27,0.09,16996,0.20985214
367,154514,161287,21,0.08,16004,0.329078445
643,146680,277948,13,0.07,32890,0.512612182
843,234039,258637,20,0.08,26004,0.305931526
736,277206,790282,28,0.09,74197,0.746688256
418,215089,447765,23,0.08,42798,0.580250151
807,105644,69509,21,0.08,6908,0.195467689
584,216394,217781,6,0.06,49692,0.29441062
521,110122,122073,29,0.09,11365,0.325115918
456,281681,68739,11,0.06,9120,0.115832404
835,182128,540450,30,0.09,50116,0.771794749
687,258240,705031,13,0.07,83075,0.71892476
842,150760,463835,14,0.07,53325,0.798852461
722,264727,658428,30,0.09,60940,0.6564251
529,249803,329382,29,0.09,30748,0.376900737
845,237559,458349,18,0.08,48429,0.511938604
741,273043,156054,25,0.08,14453,0.176622279
550,214127,401282,28,0.09,37935,0.513963888
683,102850,91577,22,0.08,8884,0.259201665
388,220852,402693,19,0.08,42107,0.520273326
825,122234,180935,7,0.06,32561,0.400361688
521,202280,255590,23,0.08,24591,0.36387104
575,184755,90271,27,0.09,8583,0.165627864
412,195299,170034,27,0.09,16113,0.278338176
380,111168,224956,11,0.06,29846,0.571681457
783,44148,151371,15,0.07,16236,0.889107741
664,118682,61961,10,0.06,8798,0.168169552
757,103311,15685,16,0.07,1605,0.070980883
778,215785,251777,13,0.07,30317,0.323832589
377,118627,121002,21,0.08,12085,0.321318182
485,93436,305156,28,0.09,28780,0.868030402
552,248005,216919,11,0.06,27386,0.263953793
461,209678,273369,10,0.06,39334,0.380168994
518,293857,199750,26,0.09,19089,0.218200647
392,260112,2127,23,0.08,203,0.065819822
737,248882,721221,14,0.07,82264,0.758382091
595,207176,530655,13,0.07,63064,0.682360041
510,280362,42043,14,0.07,4834,0.086509532
454,204809,72393,23,0.08,6956,0.143432557
588,136073,256829,15,0.07,27829,0.514375862
645,232050,117572,15,0.07,12696,0.165426357
638,253310,365122,26,0.09,35114,0.399535906
